小韻號,最簡描述,字頭,反切,切韻拼音
1975,見幽上,糾,居黝,kiwq
1976,羣幽上,蟉,渠黝,giwq
1977,清侵上,寑,七稔,tshimq
1978,澄侵上,朕,直稔,drimq
1979,溪B侵上,坅,丘甚,khyimq
1980,來侵上,廩,力稔,limq
1981,心侵上,罧,斯甚,simq
1982,徹侵上,踸,丑甚,trhimq
1983,精侵上,䤐,子朕,tsimq
1984,日侵上,荏,如甚,njimq
1985,章侵上,枕,章荏,tjimq
1986,書侵上,沈,式荏,sjimq
1987,船侵上,葚,食荏,zjimq
1988,常侵上,甚,常枕,djimq
1989,昌侵上,瀋,昌枕,tjhimq
1990,初侵上,墋,初朕,tsrhyimq
1991,孃侵上,拰,尼凜,nrimq
1992,羣B侵上,噤,渠飲,gyimq
1993,見B侵上,錦,居飲,kyimq
1994,從侵上,蕈,慈荏,dzimq
1995,疑B侵上,僸,牛錦,ngyimq
1996,生侵上,㾕,疎錦,sryimq
1997,幫B侵上,稟,筆錦,pyimq
1998,影B侵上,㱃,於錦,qyimq
1999,滂B侵上,品,丕飲,phyimq
2000,溪B侵上,𩖄,欽錦,khyimq
2001,曉B侵上,廞,許錦,hyimq
2002,知侵上,戡,張甚,trimq
2003,以侵上,潭,以荏,jimq
2004,崇侵上,𩒣,士㾕,dzryimq
2005,見覃上,感,古禫,komq
2006,定覃上,禫,徒感,domq
2007,影覃上,晻,烏感,qomq
2008,泥覃上,腩,奴感,nomq
2009,透覃上,襑,他感,thomq
2010,從覃上,歜,徂感,dzomq
2011,清覃上,慘,七感,tshomq
2012,疑覃上,顉,五感,ngomq
2013,精覃上,昝,子感,tsomq
2014,心覃上,糂,桑感,somq
2015,溪覃上,坎,苦感,khomq
2016,匣覃上,頷,胡感,ghomq
2017,來覃上,壈,盧感,lomq
2018,端覃上,黕,都感,tomq
2019,曉覃上,䫲,呼唵,homq
2020,見談上,敢,古覽,kamq
2021,(deleted),㶒,賞敢,(sjimq)
2022,來談上,覽,盧敢,lamq
2023,透談上,𦵹,吐敢,thamq
2024,端談上,膽,都敢,tamq
2025,定談上,噉,徒敢,damq
2026,清談上,黲,倉敢,tshamq
2027,明談上,㛧,謨敢,mamq
2028,精談上,䭕,子敢,tsamq
2029,從談上,槧,才敢,dzamq
2030,曉談上,喊,呼覽,hamq
2031,影談上,埯,烏敢,qamq
2032,溪談上,𠪚,口敢,khamq
2033,以鹽上,琰,以冉,jiemq
2034,來鹽上,斂,良冉,liemq
2035,曉B鹽上,險,虛檢,hyemq
2036,幫B鹽上,貶,方斂,pyemq
2037,章鹽上,颭,占琰,tjiemq
2038,溪B鹽上,𩑳,丘檢,khyemq
2039,疑B鹽上,顩,魚檢,ngyemq
2040,羣B鹽上,儉,巨險,gyemq
2041,見B鹽上,檢,居奄,kyemq
2042,影A鹽上,黶,於琰,qiemq
2043,日鹽上,冉,而琰,njiemq
2044,書鹽上,陝,失冉,sjiemq
2045,徹鹽上,諂,丑琰,trhiemq
2046,影B鹽上,奄,衣儉,qyemq
2047,從鹽上,漸,慈染,dziemq
2048,清鹽上,憸,七漸,tshiemq
2049,精鹽上,𩟗,子冉,tsiemq
2050,溪A鹽上,脥,謙琰,khiemq
2051,常鹽上,剡,時染,djiemq
2052,透添上,忝,他玷,themq
2053,泥添上,淰,乃玷,nemq
2054,端添上,點,多忝,temq
2055,定添上,簟,徒玷,demq
2056,溪添上,嗛,苦簟,khemq
2057,來添上,稴,力忝,lemq
2058,匣添上,鼸,胡忝,ghemq
2059,清添上,憯,青忝,tshemq
2060,見添上,孂,兼玷,kemq
2061,明添上,𡕢,明忝,memq
2062,疑嚴上,儼,魚埯,ngyomq
2063,溪嚴上,欦,丘广,khyomq
2064,影嚴上,埯,於广,qyomq
2065,匣咸上,豏,下斬,gheemq
2066,澄咸上,湛,徒減,dreemq
2067,溪咸上,㦿,苦減,kheemq
2068,見咸上,鹼,古斬,keemq
2069,崇咸上,瀺,士減,dzreemq
2070,來咸上,臉,力減,leemq
2071,莊咸上,斬,側減,tsreemq
2072,初咸上,䑎,初減,tsrheemq
2073,曉咸上,鬫,火斬,heemq
2074,生咸上,摻,所斬,sreemq
2075,影咸上,黯,乙減,qeemq
2076,曉咸上,喊,呼豏,heemq
2077,孃咸上,𦊔,女減,nreemq
2078,徹咸上,𠐩,丑減,trheemq
2079,匣銜上,檻,胡黤,ghaemq
2080,溪銜上,䫡,丘檻,khaemq
2081,生銜上,㨻,山檻,sraemq
2082,影銜上,黤,於檻,qaemq
2083,初銜上,醶,初檻,tsrhaemq
2084,曉銜上,㺖,荒檻,haemq
2085,崇銜上,巉,仕檻,dzraemq
2086,並凡上,范,防錽,buomq
2087,明凡上,錽,亡范,muomq
2088,幫凡上,𦜒,府犯,puomq
2089,溪嚴上,凵,丘犯,khyomq
2090,滂凡上,釩,峯犯,phuomq
2091,徹嚴上,𠑆,丑犯,trhyomq
2092,心一東去,送,蘇弄,soungh
2093,並三東去,鳳,馮貢,bungh
2094,見一東去,貢,古送,koungh
2095,來一東去,弄,盧貢,loungh
2096,端一東去,涷,多貢,toungh
2097,溪一東去,控,苦貢,khoungh
2098,精一東去,糉,作弄,tsoungh
2099,影一東去,瓮,烏貢,qoungh
2100,清一東去,謥,千弄,tshoungh
2101,定一東去,洞,徒弄,doungh
2102,透一東去,痛,他貢,thoungh
2103,澄三東去,仲,直眾,drungh
2104,幫三東去,諷,方鳳,pungh
2105,溪三東去,焪,去仲,khungh
2106,明三東去,㝱,莫鳳,mungh
2107,曉三東去,𧽒,香仲,hungh
2108,明一東去,𢄐,莫弄,moungh
2109,清三東去,趥,千仲,tshungh
2110,滂三東去,賵,撫鳳,phungh
2111,從一東去,𣀒,徂送,dzoungh
2112,知三東去,中,陟仲,trungh
2113,匣一東去,哄,胡貢,ghoungh
2114,泥一東去,齈,奴凍,noungh
2115,章三東去,眾,之仲,tjungh
2116,昌三東去,銃,充仲,tjhungh
2117,崇三東去,㓽,仕仲,dzrungh
2118,曉一東去,烘,呼貢,houngh
2119,心冬去,宋,蘇統,songh
2120,精冬去,綜,子宋,tsongh
2121,透冬去,統,他綜,thongh
2122,明冬去,雺,莫綜,mongh
2123,匣冬去,䃔,乎宋,ghongh
2124,以鍾去,用,余頌,juongh
2125,邪鍾去,頌,似用,zuongh
2126,並鍾去,俸,扶用,buongh
2127,羣鍾去,共,渠用,guongh
2128,幫鍾去,葑,方用,puongh
2129,見鍾去,供,居用,kuongh
2130,影鍾去,雍,於用,quongh
2131,知鍾去,湩,竹用,truongh
2132,精鍾去,縱,子用,tsuongh
2133,徹鍾去,蹱,丑用,trhuongh
2134,日鍾去,䩸,而用,njuongh
2135,章鍾去,種,之用,tjuongh
2136,澄鍾去,重,柱用,druongh
2137,來鍾去,贚,良用,luongh
2138,溪鍾去,恐,區用,khuongh
2139,從鍾去,從,疾用,dzuongh
2140,孃鍾去,𢫨,穠用,nruongh
2141,見江去,絳,古巷,koeungh
2142,匣江去,巷,胡絳,ghoeungh
2143,知江去,戇,陟降,troeungh
2144,澄江去,䡴,直絳,droeungh
2145,徹江去,𥈄,丑絳,trhoeungh
2146,崇江去,漴,士絳,dzroeungh
2147,滂江去,肨,匹絳,phoeungh
2148,初江去,䎫,楚絳,tsrhoeungh
2149,生江去,淙,色絳,sroeungh
2150,章開支去,寘,支義,tjieh
2151,並A支去,避,毗義,bieh
2152,章合支去,惴,之睡,tjwieh
2153,來開支去,詈,力智,lieh
2154,常開支去,豉,是義,djieh
2155,精開支去,積,子智,tsieh
2156,心開支去,賜,斯義,sieh
2157,云合支去,爲,于僞,ueh
2158,見合B支去,䞈,詭僞,kueh
2159,滂B支去,帔,披義,phyeh
2160,幫B支去,賁,彼義,pyeh
2161,並B支去,髲,平義,byeh
2162,來合支去,累,良僞,lwieh
2163,見開B支去,寄,居義,kyeh
2164,幫A支去,臂,卑義,pieh
2165,羣開B支去,芰,奇寄,gyeh
2166,清開支去,刺,七賜,tshieh
2167,以開支去,易,以豉,jieh
2168,疑開B支去,議,宜寄,ngyeh
2169,滂A支去,譬,匹賜,phieh
2170,從開支去,漬,疾智,dzieh
2171,知開支去,智,知義,trieh
2172,影開B支去,倚,於義,qyeh
2173,澄合支去,縋,馳僞,drwieh
2174,昌合支去,吹,尺僞,tjhwieh
2175,曉開B支去,戲,香義,hyeh
2176,溪開A支去,企,去智,khieh
2177,影開A支去,縊,於賜,qieh
2178,書開支去,翅,施智,sjieh
2179,生開支去,屣,所寄,sryeh
2180,溪合A支去,觖,窺瑞,khwieh
2181,影合B支去,餧,於僞,queh
2182,疑合B支去,僞,危睡,ngueh
2183,曉合B支去,毀,況僞,hueh
2184,影合A支去,恚,於避,qwieh
2185,常合支去,睡,是僞,djwieh
2186,見開A支去,馶,居企,kieh
2187,日合支去,䄲,而瑞,njwieh
2188,昌開支去,卶,充豉,tjhieh
2189,心合支去,䅗,思累,swieh
2190,知合支去,娷,竹恚,trwieh
2191,以合支去,瓗,以睡,jwieh
2192,孃合支去,諉,女恚,nrwieh
2193,見合A支去,瞡,規恚,kwieh
2194,莊開支去,𧙁,爭義,tsryeh
2195,曉合A支去,孈,呼恚,hwieh
2196,溪開B支去,㞆,卿義,khyeh
2197,章開脂去,至,脂利,tjih
2198,云合脂去,位,于愧,uih
2199,明B脂去,郿,明祕,myih
2200,邪合脂去,遂,徐醉,zwih
2201,精合脂去,醉,將遂,tswih
2202,心合脂去,邃,雖遂,swih
2203,來合脂去,類,力遂,lwih
2204,幫B脂去,祕,兵媚,pyih
2205,羣合B脂去,匱,求位,guih
2206,滂B脂去,濞,匹備,phyih
2207,並B脂去,備,平祕,byih
2208,見合B脂去,媿,俱位,kuih
2209,生合脂去,帥,所類,sruih
2210,溪合B脂去,喟,丘愧,khuih
2211,曉合B脂去,豷,許位,huih
2212,常開脂去,嗜,常利,djih
2213,來開脂去,利,力至,lih
2214,孃開脂去,膩,女利,nrih
2215,滂A脂去,屁,匹寐,phih
2216,疑開B脂去,劓,魚器,ngyih
2217,知開脂去,致,陟利,trih
2218,溪開A脂去,棄,詰利,khih
2219,澄開脂去,緻,直利,drih
2220,明A脂去,寐,彌二,mih
2221,徹開脂去,杘,丑利,trhih
2222,見開B脂去,冀,几利,kyih
2223,羣開B脂去,臮,具冀,gyih
2224,羣合A脂去,悸,其季,gwih
2225,清合脂去,翠,七醉,tshwih
2226,日開脂去,二,而至,njih
2227,精開脂去,恣,資四,tsih
2228,清開脂去,次,七四,tshih
2229,影開B脂去,懿,乙冀,qyih
2230,心開脂去,四,息利,sih
2231,溪開B脂去,器,去冀,khyih
2232,見合A脂去,季,居悸,kwih
2233,並A脂去,鼻,毗至,bih
2234,曉合A脂去,䁤,香季,hwih
2235,幫A脂去,痹,必至,pih
2236,從合脂去,萃,秦醉,dzwih
2237,定開脂去,地,徒四,dih
2238,曉開B脂去,齂,虛器,hyih
2239,以開脂去,肄,羊至,jih
2240,船開脂去,示,神至,zjih
2241,從開脂去,自,疾二,dzih
2242,澄合脂去,墜,直類,drwih
2243,昌合脂去,出,尺類,tjhwih
2244,以合脂去,遺,以醉,jwih
2245,曉合A脂去,侐,火季,hwih
2246,知合脂去,轛,追萃,trwih
2247,昌開脂去,痓,充自,tjhih
2248,書開脂去,屍,矢利,sjih
2249,初合脂去,㿷,楚愧,tsrhuih
2250,書合脂去,㽷,釋類,sjwih
2251,章之去,志,職吏,tjyh
2252,澄之去,值,直吏,dryh
2253,邪之去,寺,祥吏,zyh
2254,清之去,蛓,七吏,tshyh
2255,心之去,笥,相吏,syh
2256,書之去,試,式吏,sjyh
2257,莊之去,胾,側吏,tsryh
2258,來之去,吏,力置,lyh
2259,從之去,字,疾置,dzyh
2260,徹之去,眙,丑吏,trhyh
2261,日之去,餌,仍吏,njyh
2262,生之去,駛,疎吏,sryh
2263,初之去,廁,初吏,tsrhyh
2264,以之去,異,羊吏,jyh
2265,知之去,置,陟吏,tryh
2266,常之去,侍,時吏,djyh
2267,崇之去,事,鉏吏,dzryh
2268,羣之去,忌,渠記,gyh
2269,昌之去,熾,昌志,tjhyh
2270,影之去,意,於記,qyh
2271,見之去,記,居吏,kyh
2272,曉之去,憙,許記,hyh
2273,疑之去,䰯,魚記,ngyh
2274,溪之去,亟,去吏,khyh
2275,明微去,未,無沸,mujh
2276,見合微去,貴,居胃,kujh
2277,云合微去,胃,于貴,ujh
2278,疑合微去,魏,魚貴,ngujh
2279,幫微去,沸,方味,pujh
2280,滂微去,費,芳未,phujh
2281,溪合微去,𥽂,丘畏,khujh
2282,影合微去,尉,於胃,qujh
2283,曉合微去,諱,許貴,hujh
2284,並微去,𥝋,扶沸,bujh
2285,見開微去,既,居豙,kyjh
2286,疑開微去,毅,魚既,ngyjh
2287,溪開微去,氣,去既,khyjh
2288,曉開微去,欷,許既,hyjh
2289,羣開微去,䤒,其既,gyjh
2290,影開微去,衣,於既,qyjh
2291,疑魚去,御,牛倨,ngyoh
2292,來魚去,慮,良倨,lyoh
2293,見魚去,據,居御,kyoh
2294,清魚去,覰,七慮,tshyoh
2295,溪魚去,㰦,丘倨,khyoh
2296,常魚去,署,常恕,djyoh
2297,書魚去,恕,商署,sjyoh
2298,知魚去,著,陟慮,tryoh
2299,章魚去,䬡,章恕,tjyoh
2300,生魚去,疏,所去,sryoh
2301,影魚去,飫,依倨,qyoh
2302,澄魚去,箸,遟倨,dryoh
2303,羣魚去,遽,其據,gyoh
2304,心魚去,絮,息據,syoh
2305,崇魚去,助,牀據,dzryoh
2306,精魚去,怚,將預,tsyoh
2307,莊魚去,詛,莊助,tsryoh
2308,日魚去,洳,人恕,njyoh
2309,以魚去,豫,羊洳,jyoh
2310,曉魚去,噓,許御,hyoh
2311,孃魚去,女,尼據,nryoh
2312,初魚去,楚,瘡據,tsrhyoh
2313,昌魚去,處,昌據,tjhyoh
2314,徹魚去,絮,抽據,trhyoh
2315,邪魚去,𡱣,徐預,zyoh
2316,疑虞去,遇,牛具,nguoh
2317,影虞去,嫗,衣遇,quoh
2318,常虞去,樹,常句,djuoh
2319,澄虞去,住,持遇,druoh
2320,並虞去,附,符遇,buoh
2321,章虞去,注,之戍,tjuoh
2322,見虞去,屨,九遇,kuoh
2323,曉虞去,昫,香句,huoh
2324,書虞去,戍,傷遇,sjuoh
2325,以虞去,裕,羊戍,juoh
2326,日虞去,孺,而遇,njuoh
2327,滂虞去,赴,芳遇,phuoh
2328,明虞去,務,亡遇,muoh
2329,精虞去,緅,子句,tsuoh
2330,羣虞去,懼,其遇,guoh
2331,云虞去,芋,王遇,uoh
2332,從虞去,埾,才句,dzuoh
2333,生虞去,捒,色句,sruoh
2334,幫虞去,付,方遇,puoh
2335,清虞去,娶,七句,tshuoh
2336,知虞去,註,中句,truoh
2337,溪虞去,驅,區遇,khuoh
2338,初虞去,菆,芻注,tsrhuoh
2339,徹虞去,𨳳,丑注,trhuoh
2340,心虞去,尠,思句,suoh
2341,來虞去,屢,良遇,luoh
2342,明模去,暮,莫故,moh
2343,定模去,渡,徒故,doh
2344,來模去,路,洛故,loh
2345,端模去,妒,當故,toh
2346,透模去,菟,湯故,thoh
2347,見模去,顧,古暮,koh
2348,疑模去,誤,五故,ngoh
2349,匣模去,護,胡誤,ghoh
2350,心模去,訴,桑故,soh
2351,從模去,祚,昨誤,dzoh
2352,泥模去,笯,乃故,noh
2353,幫模去,布,博故,poh
2354,影模去,汙,烏路,qoh
2355,滂模去,怖,普故,phoh
2356,清模去,厝,倉故,tshoh
2357,溪模去,絝,苦故,khoh
2358,並模去,捕,薄故,boh
2359,曉模去,謼,荒故,hoh
2360,精模去,作,臧祚,tsoh
2361,精開齊去,霽,子計,tsejh
2362,端開齊去,帝,都計,tejh
2363,從開齊去,嚌,在詣,dzejh
2364,透開齊去,替,他計,thejh
2365,定開齊去,第,特計,dejh
2366,清開齊去,砌,七計,tshejh
2367,心開齊去,細,蘇計,sejh
2368,疑開齊去,詣,五計,ngejh
2369,見開齊去,計,古詣,kejh
2370,匣開齊去,蒵,胡計,ghejh
2371,溪開齊去,契,苦計,khejh
2372,影開齊去,翳,於計,qejh
2373,明齊去,謎,莫計,mejh
2374,幫齊去,閉,博計,pejh
2375,匣合齊去,慧,胡桂,ghwejh
2376,見合齊去,桂,古惠,kwejh
2377,曉合齊去,嘒,呼惠,hwejh
2378,滂齊去,媲,匹詣,phejh
2379,並齊去,薜,蒲計,bejh
2380,來開齊去,麗,郎計,lejh
2381,徹魚平,𥱻,丑居,trhyo
2382,泥開齊去,泥,奴計,nejh
2383,曉開齊去,㰥,呼計,hejh
2384,精開祭去,祭,子例,tsiejh
2385,心合祭去,歲,相銳,swiejh
2386,云合祭去,衛,于歲,uejh
2387,日合祭去,芮,而銳,njwiejh
2388,章合祭去,贅,之芮,tjwiejh
2389,生合祭去,𠻜,山芮,sruejh
2390,清合祭去,毳,此芮,tshwiejh
2391,以合祭去,銳,以芮,jwiejh
2392,知合祭去,綴,陟衛,trwiejh
2393,書合祭去,稅,舒芮,sjwiejh
2394,並A祭去,弊,毗祭,biejh
2395,初合祭去,㯔,楚稅,tsrhuejh
2396,邪合祭去,篲,祥歲,zwiejh
2397,幫A祭去,蔽,必袂,piejh
2398,見合B祭去,劌,居衛,kuejh
2399,明A祭去,袂,彌弊,miejh
2400,生開祭去,㡜,所例,sryejh
2401,昌開祭去,掣,尺制,tjhiejh
2402,章開祭去,制,征例,tjiejh
2403,常開祭去,逝,時制,djiejh
2404,以開祭去,曳,餘制,jiejh
2405,影開B祭去,䋵,於罽,qyejh
2406,疑開A祭去,藝,魚祭,ngiejh
2407,澄開祭去,滯,直例,driejh
2408,來開祭去,例,力制,liejh
2409,溪開B祭去,憩,去例,khyejh
2410,書開祭去,世,舒制,sjiejh
2411,見開B祭去,猘,居例,kyejh
2412,知開祭去,㿃,竹例,triejh
2413,羣開B祭去,偈,其憩,gyejh
2414,常合祭去,啜,嘗芮,djwiejh
2415,徹開祭去,跇,丑例,trhiejh
2416,澄合祭去,𨧨,除芮,drwiejh
2417,疑開B祭去,㓷,牛例,ngyejh
2418,精合祭去,蕝,子芮,tswiejh
2419,滂A祭去,潎,匹蔽,phiejh
2420,溪合廢去,𥏙,丘吠,khuojh
2421,曉合廢去,䂕,呼吠,huojh
2422,透開泰去,泰,他蓋,thajh
2423,見開泰去,蓋,古太,kajh
2424,疑開泰去,艾,五蓋,ngajh
2425,影開泰去,藹,於蓋,qajh
2426,泥開泰去,柰,奴帶,najh
2427,定開泰去,大,徒蓋,dajh
2428,匣開泰去,害,胡蓋,ghajh
2429,端開泰去,帶,當蓋,tajh
2430,幫泰去,貝,博蓋,pajh
2431,滂泰去,霈,普蓋,phajh
2432,匣合泰去,會,黃外,ghwajh
2433,定合泰去,兌,杜外,dwajh
2434,見合泰去,儈,古外,kwajh
2435,精合泰去,最,祖外,tswajh
2436,曉合泰去,𧬨,呼會,hwajh
2437,溪合泰去,𥢶,苦會,khwajh
2438,來合泰去,酹,郎外,lwajh
2439,疑合泰去,外,五會,ngwajh
2440,端合泰去,祋,丁外,twajh
2441,影合泰去,懀,烏外,qwajh
2442,從合泰去,蕞,才外,dzwajh
2443,心合泰去,𥕸,先外,swajh
2444,清合泰去,襊,麤最,tshwajh
2445,並泰去,旆,蒲蓋,bajh
2446,溪開泰去,磕,苦蓋,khajh
2447,清開泰去,蔡,倉大,tshajh
2448,來開泰去,賴,落蓋,lajh
2449,曉開泰去,餀,呼艾,hajh
2450,透合泰去,娧,他外,thwajh
2451,明泰去,眜,莫貝,majh
2452,清合泰去,𦦣,七外,tshwajh
2453,見合佳去,卦,古賣,kweeh
2454,見開佳去,懈,古隘,keeh
2455,影開佳去,隘,烏懈,qeeh
2456,匣開佳去,邂,胡懈,gheeh
2457,明佳去,賣,莫懈,meeh
2458,匣合佳去,畫,胡卦,ghweeh
2459,初開佳去,差,楚懈,tsrheeh
2460,疑開佳去,睚,五懈,ngeeh
2461,曉開佳去,謑,火懈,heeh
2462,幫佳去,𢈕,方卦,peeh
2463,並佳去,粺,傍卦,beeh
2464,崇開佳去,㾹,士懈,dzreeh
2465,滂佳去,派,匹卦,pheeh
2466,莊開佳去,債,側賣,tsreeh
2467,溪開佳去,𡢖,苦賣,kheeh
2468,生開佳去,曬,所賣,sreeh
2469,曉合佳去,諣,呼卦,hweeh
2470,幫佳去,㠔,方賣,peeh
2471,知開佳去,膪,竹賣,treeh
2472,見合皆去,怪,古壞,kweejh
2473,影開皆去,噫,烏界,qeejh
2474,莊開皆去,瘵,側界,tsreejh
2475,見開皆去,誡,古拜,keejh
2476,孃開皆去,褹,女介,nreejh
2477,曉開皆去,譮,許介,heejh
2478,匣開皆去,械,胡介,gheejh
2479,疑開皆去,𦗐,五介,ngeejh
2480,溪合皆去,蒯,苦怪,khweejh
2481,幫皆去,𢷎,博怪,peejh
2482,滂皆去,湃,普拜,pheejh
2483,匣合皆去,壞,胡怪,ghweejh
2484,疑合皆去,聵,五怪,ngweejh
2485,並皆去,𢞎,蒲拜,beejh
2486,明皆去,䀛,莫拜,meejh
2487,曉合皆去,𧱳,火怪,hweejh
2488,生開皆去,鎩,所拜,sreejh
2489,溪開皆去,烗,苦戒,kheejh
2490,知合皆去,顡,迍怪,trweejh
2491,見合夬去,夬,古邁,kwaejh
2492,溪合夬去,快,苦夬,khwaejh
2493,明夬去,邁,莫話,maejh
2494,匣合夬去,話,下快,ghwaejh
2495,並夬去,敗,薄邁,baejh
2496,影合夬去,䵳,烏快,qwaejh
2497,初合夬去,嘬,楚夬,tsrhwaejh
2498,見開夬去,犗,古喝,kaejh
2499,徹開夬去,蠆,丑犗,trhaejh
2500,影開夬去,喝,於犗,qaejh
2501,生開夬去,𠱡,所犗,sraejh
2502,澄開夬去,𦤧,除邁,draejh
2503,曉開夬去,䜕,火犗,haejh
2504,曉合夬去,咶,火夬,hwaejh
2505,幫夬去,敗,補邁,paejh
2506,初合夬去,啐,倉夬,tsrhwaejh
2507,崇開夬去,寨,豺夬,dzraejh
2508,匣開夬去,㕢,何犗,ghaejh
2509,定灰去,隊,徒對,dojh
2510,並灰去,佩,蒲昧,bojh
2511,明灰去,妹,莫佩,mojh
2512,滂灰去,配,滂佩,phojh
2513,曉灰去,誨,荒內,hojh
2514,端灰去,對,都隊,tojh
2515,清灰去,倅,七內,tshojh
2516,精灰去,晬,子對,tsojh
2517,影灰去,𩲄,烏繢,qojh
2518,透灰去,退,他內,thojh
2519,見灰去,憒,古對,kojh
2520,匣灰去,潰,胡對,ghojh
2521,溪灰去,塊,苦對,khojh
2522,心灰去,碎,蘇內,sojh
2523,泥灰去,內,奴對,nojh
2524,來灰去,纇,盧對,lojh
2525,幫灰去,背,補妹,pojh
2526,疑灰去,磑,五對,ngojh
2527,匣灰去,蚚,胡輩,ghojh
2528,定咍去,代,徒耐,deojh
2529,精咍去,載,作代,tseojh
2530,明灰去,䆀,莫代,mojh
2531,心咍去,賽,先代,seojh
2532,透咍去,貸,他代,theojh
2533,見咍去,溉,古代,keojh
2534,溪咍去,慨,苦愛,kheojh
2535,疑咍去,礙,五溉,ngeojh
2536,影咍去,愛,烏代,qeojh
2537,匣咍去,瀣,胡概,gheojh
2538,泥咍去,耐,奴代,neojh
2539,端咍去,戴,都代,teojh
2540,來咍去,賚,洛代,leojh
2541,清咍去,菜,倉代,tsheojh
2542,從咍去,載,昨代,dzeojh
2543,曉咍去,儗,海愛,heojh
2544,幫廢去,廢,方肺,puojh
2545,滂廢去,肺,芳廢,phuojh
2546,影合廢去,穢,於廢,quojh
2547,並廢去,吠,符廢,buojh
2548,曉合廢去,喙,許穢,huojh
2549,羣合廢去,𤜂,渠穢,guojh
2550,疑開廢去,刈,魚肺,ngyojh
2551,章開眞去,震,章刃,tjinh
2552,心開眞去,信,息晉,sinh
2553,日開眞去,刃,而振,njinh
2554,以開眞去,胤,羊晉,jinh
2555,來開眞去,遴,良刃,linh
2556,幫A眞去,儐,必刃,pinh
2557,澄開眞去,敶,直刃,drinh
2558,常開眞去,慎,時刃,djinh
2559,書開眞去,眒,試刃,sjinh
2560,溪開A眞去,菣,去刃,khinh
2561,從開眞去,賮,疾刃,dzinh
2562,疑開B眞去,憖,魚覲,ngyinh
2563,精開眞去,晉,即刃,tsinh
2564,曉開B眞去,衅,許覲,hyinh
2565,知開眞去,鎮,陟刃,trinh
2566,羣開B眞去,僅,渠遴,gyinh
2567,初開眞去,櫬,初覲,tsrhyinh
2568,影開A眞去,印,於刃,qinh
2569,徹開眞去,疢,丑刃,trhinh
2570,滂A眞去,𣎳,匹刃,phinh
2571,清開眞去,親,七遴,tshinh
2572,溪開A眞去,螼,羌印,khinh
2573,見合A眞去,呁,九峻,kwinh
2574,章合眞去,稕,之閏,tjwinh
2575,心合眞去,𡺲,私閏,swinh
2576,邪合眞去,殉,辭閏,zwinh
2577,精合眞去,儁,子峻,tswinh
2578,書合眞去,舜,舒閏,sjwinh
2579,日合眞去,閏,如順,njwinh
2580,船合眞去,順,食閏,zjwinh
2581,明文去,問,亡運,munh
2582,云文去,運,王問,unh
2583,曉文去,訓,許運,hunh
2584,滂文去,湓,匹問,phunh
2585,幫文去,糞,方問,punh
2586,影文去,醞,於問,qunh
2587,見文去,攈,居運,kunh
2588,羣文去,郡,渠運,gunh
2589,並文去,分,扶問,bunh
2590,曉欣去,焮,香靳,hynh
2591,見欣去,靳,居焮,kynh
2592,羣欣去,近,巨靳,gynh
2593,影欣去,㒚,於靳,qynh
2594,疑欣去,垽,吾靳,ngynh
2595,疑合元去,願,魚怨,nguonh
2596,影合元去,怨,於願,quonh
2597,幫元去,販,方願,puonh
2598,溪合元去,券,去願,khuonh
2599,明元去,万,無販,muonh
2600,並元去,飯,符万,buonh
2601,滂元去,嬎,芳万,phuonh
2602,見開元去,建,居万,kyonh
2603,影開元去,堰,於建,qyonh
2604,曉開元去,獻,許建,hyonh
2605,曉合元去,楥,虛願,huonh
